"","X","id","DistrictId","Z","A","D","Y"
"9254",9254,"2824200",26,1,1,1,5000
"9255",9255,"2764600",26,1,1,1,300
"9257",9257,"2802600",26,1,1,1,7000
"9258",9258,"2794000",26,1,1,1,14000
"9259",9259,"2813500",26,0,1,0,600
"9260",9260,"2763100",26,1,1,1,500
"9261",9261,"2816400",26,0,1,0,20
"9262",9262,"2786300",26,1,1,1,6000
"9263",9263,"2796000",26,0,0,0,20000
"9264",9264,"2799700",26,1,1,1,20000
"9265",9265,"2820700",26,0,0,0,2500
"9266",9266,"2788200",26,0,0,0,1500
"9267",9267,"2802600",26,1,1,1,4000
"9268",9268,"2776200",26,1,1,1,600
"9269",9269,"2802600",26,1,1,1,7000
"9270",9270,"2765200",26,0,1,0,2000
"9272",9272,"2766800",26,1,0,1,3000
"9273",9273,"2796000",26,1,0,1,20000
"9274",9274,"2826600",26,1,1,1,5000
"9275",9275,"2806800",26,1,1,1,2500
"9276",9276,"2820200",26,1,1,1,0
"9277",9277,"2805600",26,1,0,0,5000
"9278",9278,"2802600",26,1,1,1,12000
"9279",9279,"2782900",26,0,0,0,6000
"9280",9280,"2814100",26,0,1,0,0
"9282",9282,"2800300",26,1,1,1,50000
"9283",9283,"2782900",26,0,0,0,4000
"9284",9284,"2823100",26,0,0,0,9000
"9285",9285,"2825000",26,0,1,0,0
"9286",9286,"2772600",26,0,0,0,30000
"9287",9287,"2789400",26,1,0,1,2000
"9288",9288,"2817300",26,1,1,1,1500
"9289",9289,"2828800",26,1,0,1,3550
"9290",9290,"2783800",26,0,0,0,5000
"9291",9291,"2873000",26,0,1,1,0
"9292",9292,"2828800",26,0,0,1,1050
"9293",9293,"2809500",26,1,0,0,5400
"9294",9294,"2810800",26,0,1,1,0
"9295",9295,"2826300",26,0,0,0,6500
"9297",9297,"2802600",26,1,1,1,12000
"9298",9298,"2816300",26,0,0,1,300
"9299",9299,"2768700",26,1,1,0,7000
"9300",9300,"2763900",26,1,1,1,200
"9301",9301,"2826500",26,1,1,0,900
"9302",9302,"2790300",26,1,1,1,550
"9304",9304,"2809600",26,0,0,0,4000
"9305",9305,"2826500",26,0,1,1,2500
"9306",9306,"2790300",26,0,1,0,0
"9307",9307,"2786300",26,1,1,0,0
"9308",9308,"2848000",26,0,1,0,7000
"9309",9309,"2772600",26,0,0,0,120000
"9310",9310,"2829300",26,1,1,0,12000
"9312",9312,"2782300",26,0,0,0,0
"9313",9313,"2869200",26,0,0,1,0
"9314",9314,"2824200",26,1,1,1,5000
"9315",9315,"2778000",26,1,1,1,200
"9316",9316,"2767600",26,0,1,0,32000
"9317",9317,"2829300",26,1,1,1,250
"9318",9318,"2802600",26,1,1,0,250
"9319",9319,"4610020",26,0,0,0,3000
"9320",9320,"2776900",26,1,1,1,700
"9321",9321,"2817400",26,0,1,0,2000
"9322",9322,"2780200",26,1,1,1,1000
"9323",9323,"2826300",26,1,0,1,500
"9324",9324,"2826700",26,1,0,1,0
"9325",9325,"2771800",26,1,1,0,700
"9326",9326,"2848000",26,1,1,1,1000
"9327",9327,"2828500",26,1,0,1,300
"9328",9328,"2822700",26,0,0,0,2050
"9329",9329,"2824700",26,0,0,0,30000
"9330",9330,"2783000",26,0,1,1,500
"9331",9331,"2768700",26,1,1,1,2000
"9332",9332,"2777200",26,0,0,1,1000
"9333",9333,"2870400",26,0,0,0,500
"9334",9334,"2824700",26,1,0,1,0
"9335",9335,"4610040",26,1,0,1,400
"9336",9336,"2820100",26,1,0,0,0
"9337",9337,"2801400",26,0,0,0,2500
"9338",9338,"2887500",26,1,1,1,500
"9339",9339,"2787800",26,0,0,1,600
"9340",9340,"2823600",26,1,1,1,33000
"9341",9341,"2782900",26,1,0,1,0
"9342",9342,"2787800",26,0,0,0,800
"9343",9343,"2865600",26,1,0,0,4000
"9344",9344,"2868600",26,1,1,1,3000
"9345",9345,"2885900",26,0,0,0,500
"9346",9346,"2782900",26,0,0,0,3000
"9347",9347,"2858000",26,0,0,0,60000
"9348",9348,"2825900",26,1,1,1,900
"9349",9349,"2789400",26,0,0,0,5000
"9350",9350,"2889400",26,0,0,0,3200
"9352",9352,"2816000",26,1,0,1,600
"9353",9353,"2864800",26,1,1,0,0
"9354",9354,"2804900",26,1,1,1,0
"9355",9355,"2869000",26,1,1,1,0
"9357",9357,"2828500",26,0,0,0,950
"9358",9358,"2824300",26,1,1,1,300
"9359",9359,"2869000",26,1,1,1,2800
"9360",9360,"2783700",26,1,1,1,25300
"9361",9361,"2789500",26,0,0,0,3000
"9362",9362,"2783000",26,1,1,1,500
"9363",9363,"2820800",26,1,0,0,5000
"9364",9364,"2869000",26,1,1,0,0
"9365",9365,"2776200",26,1,1,0,1000
"9366",9366,"2868600",26,0,1,1,400
"9367",9367,"2826600",26,1,1,1,0
"9368",9368,"2812300",26,1,0,1,0
"9369",9369,"2866300",26,0,0,1,2200
"9370",9370,"2870900",26,1,0,1,2200
"9371",9371,"2794000",26,1,1,0,54000
"9372",9372,"2772300",26,1,1,1,200
"9374",9374,"2829300",26,1,1,1,0
"9376",9376,"2869800",26,1,1,1,200
"9377",9377,"2866700",26,1,1,1,700
"9378",9378,"2789900",26,0,0,0,30000
"9379",9379,"2869700",26,0,0,0,400
"9380",9380,"2818600",26,0,0,0,1500
"9381",9381,"2766800",26,0,0,0,0
"9382",9382,"2819700",26,0,0,0,300
"9383",9383,"2830900",26,0,1,0,500
"9384",9384,"2765200",26,0,1,1,0
"9385",9385,"2864800",26,1,1,0,0
"9386",9386,"2790300",26,1,1,1,2300
"9387",9387,"2868600",26,1,1,1,1200
"9388",9388,"2869800",26,1,1,1,1000
"9389",9389,"2873300",26,1,1,1,500
"9390",9390,"2828200",26,0,0,0,950
"9391",9391,"2816400",26,1,1,1,20
"9392",9392,"2811700",26,0,0,1,2500
"9393",9393,"2778700",26,1,1,1,700
"9394",9394,"2868600",26,1,1,1,3000
"9395",9395,"2764600",26,1,1,0,2500
"9396",9396,"2868600",26,1,1,1,400
"9397",9397,"2817400",26,1,1,0,2000
"9399",9399,"2868600",26,1,1,1,3000
"9401",9401,"2865600",26,1,0,1,0
"9402",9402,"2809400",26,1,1,1,5000
"9403",9403,"2820800",26,0,0,0,300
"9404",9404,"2833500",26,1,0,0,140000
"9405",9405,"2789900",26,1,0,0,1000
"9406",9406,"2809700",26,1,0,1,9000
"9407",9407,"2793000",26,0,0,0,500
"9408",9408,"2767600",26,1,1,1,7000
"9409",9409,"2882500",26,0,1,0,300
"9410",9410,"2828700",26,1,1,0,1100
"9411",9411,"2828900",26,1,1,1,4000
"9412",9412,"2866700",26,1,1,1,1000
"9414",9414,"2813500",26,1,1,1,400
"9415",9415,"2817500",26,1,0,0,3000
"9416",9416,"2777200",26,1,0,1,20
"9417",9417,"2858000",26,1,0,1,500
"9418",9418,"2783800",26,0,0,0,2000
"9419",9419,"2858000",26,1,0,0,4000
"9420",9420,"2776900",26,1,1,1,1000
"9421",9421,"2825300",26,1,0,0,400
"9422",9422,"2865000",26,1,1,1,2800
"9423",9423,"2789400",26,0,0,0,1000
"9424",9424,"2848000",26,1,1,0,2000
"9425",9425,"2802200",26,1,1,1,0
"9426",9426,"2869900",26,1,1,1,2400
"9427",9427,"2780200",26,1,1,1,1600
"9428",9428,"2833900",26,1,1,1,1500
"9429",9429,"2764600",26,1,1,0,8220
"9430",9430,"2788500",26,1,1,1,1500
"9431",9431,"2776200",26,1,1,1,1000
"9432",9432,"2824300",26,1,1,1,1050
"9433",9433,"2789700",26,1,1,1,1000
"9434",9434,"2788400",26,0,1,0,900
"9435",9435,"2865300",26,1,0,1,500
"9436",9436,"2869000",26,1,1,1,2300
"9437",9437,"2801400",26,0,0,1,2500
"9438",9438,"2767700",26,1,1,0,8000
"9439",9439,"2771900",26,0,0,1,50000
"9440",9440,"2815900",26,1,0,1,2500
"9441",9441,"2870400",26,0,0,1,500
"9442",9442,"2863700",26,1,1,1,800
"9443",9443,"2874600",26,0,0,1,2800
"9444",9444,"2809500",26,1,0,1,1600
"9446",9446,"2825000",26,1,1,1,1800
"9447",9447,"2830900",26,1,1,1,800
"9449",9449,"2809400",26,1,1,0,54000
"9450",9450,"2776200",26,1,1,1,1000
"9451",9451,"2848700",26,0,0,0,14000
"9452",9452,"2869900",26,1,1,1,1300
"9453",9453,"2825400",26,1,0,1,950
"9454",9454,"2870400",26,1,0,1,500
"9455",9455,"2873300",26,0,1,0,500
"9458",9458,"2874600",26,1,0,0,13800
"9459",9459,"2819500",26,1,1,1,1500
"9460",9460,"2763900",26,0,1,1,4000
"9461",9461,"2829300",26,1,1,1,0
"9462",9462,"2828500",26,1,0,1,1000
"9463",9463,"2817400",26,1,1,1,2000
"9464",9464,"2812300",26,0,0,1,0
"9465",9465,"2775600",26,0,0,1,14000
"9466",9466,"2780200",26,0,1,0,20
"9468",9468,"2848000",26,1,1,1,500
"9469",9469,"2829400",26,0,1,1,0
"9470",9470,"2824000",26,1,1,1,2050
"9471",9471,"2820900",26,1,1,1,900
"9472",9472,"2787800",26,1,0,1,400
"9473",9473,"2828600",26,1,0,1,950
"9474",9474,"2775600",26,0,0,0,25000
"9475",9475,"2767700",26,1,1,1,15500
"9476",9476,"2777100",26,1,1,1,11000
"9477",9477,"2863700",26,1,1,1,2300
"9478",9478,"2828500",26,1,0,0,700
"9479",9479,"2782300",26,1,0,1,500
"9480",9480,"2784900",26,0,1,0,0
"9481",9481,"2863700",26,0,1,0,3200
"9482",9482,"2829300",26,1,1,1,2000
"9484",9484,"2882600",26,0,0,0,50
"9485",9485,"2815900",26,0,0,0,700
"9486",9486,"2822600",26,1,1,1,3550
"9487",9487,"2869000",26,1,1,1,2200
"9488",9488,"2829300",26,1,1,0,0
"9489",9489,"2863700",26,1,1,0,5000
"9490",9490,"2863900",26,1,1,1,3800
"9491",9491,"2788500",26,1,1,1,1000
"9492",9492,"2782000",26,1,0,1,800
"9493",9493,"2863900",26,1,1,0,2800
"9494",9494,"2869800",26,1,1,1,1000
"9495",9495,"2817300",26,1,1,1,600
"9496",9496,"2788200",26,0,0,0,1500
"9497",9497,"2869000",26,0,1,1,2400
"9498",9498,"2817200",26,1,1,1,4300
"9499",9499,"2828900",26,1,1,1,5000
"9501",9501,"2778000",26,1,1,1,600
"9502",9502,"2873300",26,1,1,1,500
"9503",9503,"2800300",26,1,1,0,200
"9504",9504,"2793000",26,0,0,0,700
"9505",9505,"2869000",26,1,1,1,5000
"9506",9506,"2882500",26,1,1,1,500
"9507",9507,"2819200",26,1,0,1,2300
"9508",9508,"2789500",26,1,0,0,600
"9509",9509,"2776200",26,0,1,0,1000
"9510",9510,"2865000",26,1,1,1,2800
"9511",9511,"2788500",26,1,1,0,1000
"9512",9512,"2866300",26,0,0,0,400
"9513",9513,"2783700",26,1,1,1,2000
"9514",9514,"2869600",26,0,1,1,500
"9515",9515,"2815500",26,1,1,1,10000
"9516",9516,"2820700",26,0,0,0,500
"9517",9517,"2791800",26,0,0,0,17000
"9518",9518,"2870900",26,1,0,1,350
"9519",9519,"2848700",26,0,0,0,6500
"9520",9520,"2779200",26,1,0,1,302000
"9521",9521,"2825500",26,1,0,0,20
"9522",9522,"2777900",26,1,0,0,200
"9523",9523,"2848000",26,1,1,1,1000
"9524",9524,"2782000",26,0,0,0,1000
"9525",9525,"2819200",26,1,0,1,2800
"9526",9526,"2866700",26,1,1,1,1000
"9527",9527,"2814100",26,1,1,0,0
"9528",9528,"2783000",26,1,1,1,700
"9529",9529,"2866700",26,0,1,1,1000
"9530",9530,"2858000",26,0,0,0,4000
"9531",9531,"2787800",26,1,0,0,1500
"9533",9533,"2866700",26,1,1,0,0
"9534",9534,"2783700",26,1,1,0,2300
"9535",9535,"2781800",26,0,0,1,13000
"9536",9536,"2885100",26,0,0,0,400
"9537",9537,"2787800",26,0,0,0,1000
"9538",9538,"2866700",26,1,1,1,1100
"9539",9539,"2802600",26,1,1,1,100
"9540",9540,"2791800",26,0,0,1,10890
"9541",9541,"2796400",26,1,0,1,900
"9542",9542,"2817500",26,0,0,0,400
"9543",9543,"2802600",26,1,1,0,0
"9544",9544,"2793000",26,0,0,0,4000
"9545",9545,"2802600",26,0,1,0,7000
"9546",9546,"2824000",26,1,1,1,950
"9547",9547,"2803900",26,0,0,0,0
"9548",9548,"2796000",26,1,0,1,500
"9549",9549,"2809600",26,0,0,0,7000
"9551",9551,"2865300",26,0,0,0,3000
"9552",9552,"2870900",26,1,0,1,400
"9553",9553,"2783800",26,1,0,0,1700
"9554",9554,"2858000",26,1,0,1,3800
"9555",9555,"2870900",26,0,0,0,400
"9556",9556,"2777100",26,1,1,1,0
"9557",9557,"2819800",26,0,0,0,500
"9558",9558,"2865300",26,1,0,1,1100
"9559",9559,"2784400",26,0,1,0,1100
"9561",9561,"2825500",26,1,0,1,20
"9562",9562,"2802600",26,1,1,1,50
"9563",9563,"2869200",26,0,0,1,0
"9564",9564,"2782000",26,0,0,1,1200
"9566",9566,"2887500",26,1,1,1,0
"9567",9567,"2780200",26,1,1,0,1600
"9568",9568,"2796000",26,1,0,1,1000
"9569",9569,"2848000",26,0,1,0,2200
"9570",9570,"2828500",26,1,0,1,950
"9571",9571,"2763900",26,1,1,0,400
"9572",9572,"2865000",26,0,1,0,2800
"9573",9573,"2813800",26,1,0,0,40200
"9574",9574,"2829000",26,0,0,0,0
"9575",9575,"2865100",26,1,1,1,2800
"9576",9576,"2824000",26,0,1,0,950
"9578",9578,"2865300",26,1,0,0,500
"9579",9579,"2799800",26,1,1,0,0
"9580",9580,"2865600",26,1,0,1,0
"9581",9581,"2771800",26,1,1,1,3000
"9582",9582,"2790300",26,1,1,0,400
"9583",9583,"2783700",26,1,1,1,300
"9584",9584,"2865300",26,1,0,1,0
"9585",9585,"2813300",26,0,0,0,0
"9586",9586,"2820600",26,0,0,0,2
"9587",9587,"2828600",26,0,0,0,1700
"9588",9588,"2789500",26,0,0,0,400
"9589",9589,"2774900",26,1,0,1,10000
"9590",9590,"2825000",26,1,1,1,4800
"9591",9591,"2873000",26,1,1,1,0
"9592",9592,"2815500",26,0,1,0,30000
"9593",9593,"2769700",26,1,1,1,5000
"9594",9594,"2868600",26,1,1,0,400
"9595",9595,"2827000",26,1,0,1,4
"9596",9596,"2873300",26,1,1,1,500
"9597",9597,"4264080",26,1,0,0,6000
"9598",9598,"2814100",26,0,1,0,0
"9600",9600,"2780200",26,1,1,1,20
"9601",9601,"2766800",26,0,0,0,500
"9602",9602,"2764600",26,0,1,0,10000
"9603",9603,"2767000",26,1,1,1,55000
"9604",9604,"2823100",26,0,0,1,3550
"9605",9605,"2796800",26,1,1,1,20
"9606",9606,"2820100",26,1,0,1,12000
"9607",9607,"2866700",26,1,1,1,0
"9608",9608,"2865600",26,0,0,1,13800
"9609",9609,"2801400",26,0,0,1,4000
"9610",9610,"2796800",26,1,1,1,1400
"9612",9612,"2812500",26,1,1,1,5500
"9613",9613,"2811400",26,1,1,1,300
"9614",9614,"2865100",26,1,1,1,0
"9615",9615,"2802600",26,0,1,0,3000
"9616",9616,"2819800",26,0,0,0,300
"9617",9617,"2865100",26,1,1,1,0
"9618",9618,"2806800",26,0,1,0,2
"9619",9619,"2865000",26,1,1,1,2200
"9620",9620,"2789700",26,1,1,1,1500
"9621",9621,"2788200",26,1,0,0,700
"9622",9622,"2873000",26,1,1,1,0
"9623",9623,"2815500",26,1,1,0,5000
"9625",9625,"2865100",26,1,1,1,0
"9626",9626,"2802600",26,1,1,1,0
"9627",9627,"2786300",26,1,1,0,24000
"9628",9628,"2800300",26,1,1,1,0
"9630",9630,"2783700",26,1,1,1,800
"9631",9631,"2870400",26,0,0,0,500
"9632",9632,"2865600",26,1,0,0,0
"9633",9633,"2788200",26,1,0,1,25000
"9634",9634,"2799800",26,0,1,0,0
"9635",9635,"2822700",26,1,0,0,1050
"9636",9636,"2817100",26,0,0,1,6000
"9637",9637,"2817400",26,1,1,1,2000
"9638",9638,"2820900",26,1,1,0,900
"9639",9639,"2870400",26,0,0,1,500
"9640",9640,"2870400",26,1,0,0,300
"9641",9641,"2768700",26,1,1,0,7500
"9642",9642,"2865000",26,1,1,0,2500
"9643",9643,"2870400",26,0,0,0,400
"9644",9644,"2789900",26,1,0,1,60000
"9645",9645,"2873300",26,1,1,0,200
"9646",9646,"2828200",26,1,0,0,2050
"9647",9647,"2865600",26,0,0,0,400
"9648",9648,"2788200",26,0,0,0,0
"9649",9649,"2858000",26,1,0,1,350
"9650",9650,"2781800",26,0,0,1,1200
"9651",9651,"2868600",26,1,1,1,3200
"9652",9652,"2874000",26,1,0,1,3200
"9653",9653,"2825800",26,0,0,0,2000
"9654",9654,"2811700",26,1,0,0,200
"9655",9655,"2869000",26,0,1,0,0
"9657",9657,"2873000",26,1,1,1,0
"9658",9658,"2869000",26,1,1,1,0
"9659",9659,"2800200",26,1,1,1,0
"9660",9660,"2784400",26,1,1,1,900
"9661",9661,"2869000",26,1,1,0,0
"9663",9663,"2828900",26,1,1,0,800
"9664",9664,"2780200",26,1,1,1,20
"9665",9665,"2825400",26,1,0,1,700
"9667",9667,"2826300",26,0,0,0,500
"9668",9668,"2863900",26,1,1,0,4800
"9669",9669,"2820700",26,0,0,1,100
"9670",9670,"2885900",26,0,0,1,500
"9672",9672,"2824700",26,0,0,0,0
"9673",9673,"2857900",26,0,0,0,2800
"9674",9674,"2786300",26,0,1,1,1100
"9677",9677,"2796400",26,1,0,1,3000
"9678",9678,"2789500",26,0,0,0,1200
"9679",9679,"2885100",26,0,0,0,500
"9680",9680,"2782900",26,0,0,0,0
"9681",9681,"2863700",26,1,1,0,5000
"9682",9682,"2858200",26,0,0,1,0
"9683",9683,"2869600",26,0,1,0,13800
"9684",9684,"2819500",26,0,1,0,5000
"9685",9685,"2776200",26,0,1,0,1000
"9687",9687,"2782000",26,0,0,1,0
"9688",9688,"2786000",26,0,0,1,8000
"9689",9689,"2782900",26,0,0,0,13000
"9690",9690,"2870400",26,0,0,0,500
"9691",9691,"2763100",26,1,1,1,2300
"9692",9692,"2804900",26,1,1,0,0
"9693",9693,"2773600",26,0,0,0,30000
"9694",9694,"2783700",26,1,1,0,2300
"9695",9695,"2885900",26,1,0,1,3000
"9697",9697,"2809700",26,1,0,0,25000
"9698",9698,"2871700",26,0,0,0,5000
"9699",9699,"2764600",26,1,1,1,22000
"9700",9700,"2828800",26,1,0,0,12000
"9701",9701,"2788400",26,1,1,0,5200
"9702",9702,"2812300",26,0,0,0,0
"9703",9703,"2887500",26,1,1,0,200
"9704",9704,"2764900",26,0,0,0,32000
"9705",9705,"2871700",26,0,0,0,300
"9706",9706,"2780200",26,1,1,1,5400
"9707",9707,"2767600",26,1,1,1,7000
"9708",9708,"2766300",26,1,0,1,12000
"9709",9709,"2873000",26,1,1,1,0
"9710",9710,"2769500",26,0,0,0,40000
"9711",9711,"2782000",26,1,0,1,3000
"9712",9712,"2784400",26,0,1,0,1000
"9713",9713,"2789900",26,1,0,0,5000
"9714",9714,"2802200",26,1,1,1,450
"9715",9715,"2863700",26,1,1,0,350
"9716",9716,"2763900",26,1,1,0,100
"9717",9717,"2858000",26,0,0,0,350
"9718",9718,"2806000",26,1,1,1,1500
"9719",9719,"2869200",26,0,0,1,3800
"9720",9720,"2824300",26,1,1,1,5000
"9721",9721,"2870500",26,1,1,1,350
"9722",9722,"2783000",26,1,1,1,700
"9723",9723,"2783700",26,0,1,0,300
"9724",9724,"2811400",26,1,1,0,19000
"9725",9725,"2866700",26,1,1,1,3550
"9726",9726,"2809600",26,0,0,0,4000
"9727",9727,"2788200",26,0,0,1,0
"9728",9728,"2796800",26,0,1,0,5400
"9729",9729,"2796400",26,0,0,1,700
"9730",9730,"2866400",26,1,0,1,2500
"9731",9731,"2764600",26,1,1,1,0
"9732",9732,"2866300",26,0,0,0,2200
"9733",9733,"2822600",26,1,1,1,5000
"9734",9734,"2866600",26,0,1,0,400
"9735",9735,"2776700",26,1,1,1,1000
"9736",9736,"2885900",26,0,0,0,400
"9737",9737,"2783700",26,1,1,0,5000
"9738",9738,"2781000",26,0,0,0,1100
"9739",9739,"2819200",26,1,0,0,5000
"9740",9740,"2823400",26,1,1,1,300
"9742",9742,"2789700",26,0,1,0,1000
"9743",9743,"2789900",26,1,0,1,20000
"9744",9744,"2783700",26,1,1,0,800
"9745",9745,"2783700",26,0,1,0,800
"9746",9746,"2777900",26,0,0,0,400
"9747",9747,"2828600",26,0,0,0,9000
"9748",9748,"2822700",26,0,0,0,1050
"9749",9749,"2868600",26,1,1,1,400
"9750",9750,"2828700",26,1,1,1,700
"9751",9751,"2868600",26,1,1,1,3000
"9752",9752,"2868600",26,0,1,1,200
"9753",9753,"2824000",26,1,1,1,2050
"9754",9754,"2812300",26,0,0,1,0
"9755",9755,"2803800",26,1,0,0,0
"9756",9756,"2868600",26,0,1,0,5000
"9757",9757,"2766300",26,0,0,1,0
"9758",9758,"2865600",26,0,0,0,4800
"9759",9759,"2817400",26,1,1,1,2000
"9760",9760,"2865600",26,1,0,1,300
"9761",9761,"2842200",26,0,1,0,600
"9762",9762,"2768700",26,1,1,1,5500
"9763",9763,"2889400",26,0,0,1,3000
"9764",9764,"2865600",26,0,0,0,1300
"9765",9765,"2776200",26,0,1,0,1000
"9766",9766,"2869200",26,0,0,0,500
"9767",9767,"2763100",26,1,1,1,4000
"9768",9768,"2865600",26,1,0,1,13800
"9769",9769,"2865000",26,1,1,1,400
"9770",9770,"2885100",26,0,0,1,300
"9771",9771,"2869800",26,0,1,0,300
"9772",9772,"2802200",26,0,1,0,75000
"9773",9773,"2764900",26,0,0,0,300
"9774",9774,"2801400",26,1,0,0,4000
"9775",9775,"2828600",26,0,0,0,3550
"9776",9776,"2766800",26,1,0,1,0
"9777",9777,"2870500",26,0,1,0,400
"9778",9778,"2863700",26,1,1,1,4000
"9779",9779,"2818700",26,1,1,1,0
"9780",9780,"2825500",26,0,0,0,20
"9781",9781,"4264090",26,1,1,1,40000
"9782",9782,"4610240",26,1,1,0,1300
"9783",9783,"2778700",26,0,1,0,700
"9784",9784,"2766800",26,1,0,0,5000
"9785",9785,"2848700",26,0,0,0,1000
"9786",9786,"2866600",26,1,1,0,0
"9787",9787,"2858000",26,0,0,0,350
"9788",9788,"2773600",26,1,0,0,5000
"9789",9789,"2848000",26,1,1,1,2500
"9790",9790,"2809700",26,0,0,1,15000
"9791",9791,"2842200",26,1,1,1,1000
"9792",9792,"2816300",26,0,0,0,200
"9793",9793,"2865100",26,1,1,1,3800
"9794",9794,"2802600",26,1,1,1,0
"9795",9795,"2782000",26,0,0,0,1500
"9796",9796,"2819200",26,0,0,1,4300
"9797",9797,"2814200",26,1,1,1,0
"9799",9799,"2865100",26,1,1,1,0
"9800",9800,"2815700",26,1,1,1,50200
"9801",9801,"2789900",26,1,0,0,5200
"9802",9802,"2866400",26,0,0,0,2500
"9803",9803,"2788500",26,1,1,0,1000
"9804",9804,"2870400",26,0,0,0,800
"9805",9805,"2870400",26,1,0,1,500
"9806",9806,"2764600",26,1,1,1,4400
"9807",9807,"2789500",26,0,0,0,2300
"9808",9808,"2889400",26,0,0,0,5000
"9809",9809,"2871700",26,1,0,1,2800
"9810",9810,"2806000",26,1,1,1,0
"9811",9811,"2863900",26,0,1,0,350
"9812",9812,"2828800",26,0,0,0,0
"9813",9813,"2813500",26,1,1,1,2500
"9815",9815,"2871700",26,0,0,0,2800
"9816",9816,"2863700",26,0,1,0,2200
"9817",9817,"2789900",26,0,0,0,50000
"9818",9818,"2788200",26,1,0,1,8000
"9819",9819,"2828700",26,1,1,1,700
"9820",9820,"2777100",26,1,1,0,26000
"9821",9821,"2869000",26,1,1,1,550
"9822",9822,"2816000",26,1,0,1,900
"9823",9823,"2858200",26,1,0,1,4000
"9824",9824,"2871700",26,0,0,0,500
"9825",9825,"2868600",26,1,1,1,400
"9826",9826,"2793000",26,0,0,0,6000
"9827",9827,"2820700",26,1,0,1,400
"9829",9829,"2865600",26,0,0,0,0
"9830",9830,"2820600",26,1,0,1,2
"9831",9831,"2869000",26,1,1,1,350
"9832",9832,"2865200",26,1,1,1,350
"9833",9833,"2824700",26,1,0,1,15000
"9834",9834,"2806800",26,1,1,1,1000
"9835",9835,"2889400",26,0,0,0,1200
"9836",9836,"2816000",26,0,0,0,800
"9838",9838,"2866300",26,0,0,0,700
"9839",9839,"2782900",26,0,0,0,5500
"9841",9841,"2819500",26,0,1,0,5000
"9842",9842,"2814200",26,1,1,1,0
"9843",9843,"2827800",26,1,1,1,5000
"9845",9845,"2775600",26,0,0,0,60000
"9846",9846,"2809600",26,0,0,0,2500
"9847",9847,"2869200",26,0,0,0,550
"9848",9848,"2782900",26,0,0,0,10000
"9849",9849,"2793000",26,1,0,1,4000
"9850",9850,"2866700",26,1,1,1,1050
"9851",9851,"2870900",26,1,0,1,400
"9852",9852,"2799800",26,1,1,1,0
"9853",9853,"2788500",26,1,1,1,1000
"9854",9854,"2865300",26,1,0,1,500
"9855",9855,"2812500",26,0,1,0,4300
"9856",9856,"2820600",26,0,0,0,2
"9857",9857,"2783700",26,1,1,1,800
"9859",9859,"2789900",26,1,0,0,7000
"9860",9860,"2813300",26,1,0,1,500
"9861",9861,"2789500",26,0,0,0,800
"9862",9862,"4264080",26,0,0,0,10300
"9863",9863,"2766300",26,0,0,0,0
"9864",9864,"2824500",26,1,1,0,50000
"9865",9865,"2858200",26,1,0,1,0
"9866",9866,"2882600",26,0,0,0,500
"9867",9867,"2778700",26,1,1,1,0
"9868",9868,"2871700",26,1,0,1,4000
"9869",9869,"2870500",26,1,1,1,350
"9870",9870,"2828500",26,0,0,0,1050
"9871",9871,"4610240",26,0,1,0,500
"9873",9873,"2784900",26,1,1,1,900
"9874",9874,"2865300",26,1,0,1,500
"9875",9875,"2865300",26,1,0,1,500
"9876",9876,"2869600",26,1,1,0,4000
"9877",9877,"2820200",26,1,1,1,15000
"9878",9878,"2874600",26,0,0,1,13800
"9879",9879,"2820000",26,1,0,1,20
"9880",9880,"2828600",26,0,0,0,1050
"9881",9881,"2788400",26,1,1,1,700
"9882",9882,"2858200",26,1,0,1,3200
"9883",9883,"2882500",26,1,1,1,400
"9884",9884,"2780200",26,1,1,1,900
"9885",9885,"2776200",26,1,1,0,100
"9886",9886,"2780200",26,1,1,1,900
"9887",9887,"2789700",26,1,1,1,600
"9888",9888,"2825700",26,1,0,1,0
"9889",9889,"2783000",26,1,1,1,700
"9890",9890,"2805600",26,1,0,1,2500
"9891",9891,"2799800",26,1,1,1,0
"9892",9892,"2813500",26,1,1,0,500
"9893",9893,"2864800",26,1,1,1,0
"9895",9895,"2783000",26,1,1,1,700
"9896",9896,"2783700",26,1,1,0,800
"9897",9897,"2865000",26,1,1,1,13800
"9898",9898,"2783700",26,1,1,1,17000
"9899",9899,"2780200",26,1,1,1,1500
"9900",9900,"2786300",26,1,1,1,9500
"9901",9901,"2766800",26,0,0,0,2500
"9902",9902,"2763900",26,1,1,1,4000
"9903",9903,"2783700",26,1,1,1,800
"9904",9904,"2819500",26,0,1,0,5500
"9905",9905,"2763900",26,1,1,0,6000
"9906",9906,"2782000",26,0,0,1,0
"9907",9907,"2796400",26,0,0,0,800
"9908",9908,"2848000",26,1,1,1,1000
"9909",9909,"2889400",26,1,0,1,2200
"9910",9910,"2817200",26,1,1,1,0
"9911",9911,"2783700",26,1,1,0,2300
"9913",9913,"2777900",26,0,0,0,1200
"9914",9914,"2809500",26,1,0,1,1600
"9915",9915,"2847800",26,1,0,0,1000
"9916",9916,"2777900",26,0,0,1,2000
"9917",9917,"2822700",26,1,0,1,300
"9918",9918,"2782300",26,1,0,1,0
"9919",9919,"2870400",26,1,0,1,500
"9920",9920,"2822600",26,1,1,1,950
"9921",9921,"2799800",26,1,1,0,0
